"BarcodeID","Region","Reach","RiverMile","Bank","Date","Collector","Weather","WindSpeed","Habitat","Sunset","TimeBegin","TimeElapsed","Battery","Bats","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","NotesField","NotesLab"
"L13012","GrandCanyon","CRGrandCanyon",119.80,"RB","09/05/2020","StalveyA","NoRain",0,"Sand","18:50","19:40",1.17,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/09/2020",0.4,0,,"FordM","Passengers became interested in Bat Pad at end of hour. They played with it and I forgot to stop record 1.5 hr.+",
"L13013","GrandCanyon","CRGrandCanyon",161.30,"RB","09/06/2020","StalveyA","NoRain",1,"Sand","18:49","19:30",1.07,"Rechargeable",1,0,0,"SzydloC","SzydloC",,,0,,,,
"L13014","GrandCanyon","CRGrandCanyon",30.80,"RB","09/11/2020","StalveyA","NoRain",0,"Sand","18:41","19:50",1.08,"Rechargeable",0,1,1,"SzydloC","SzydloC",,,0,,,"Bat Pad wasn't charged :( my bad.","Close time was listed as 7:55 on datasheet making this a 5 minute sample. I assumed he meant to write 8:55 and changed it. Open time was listed at 7:50 which is 9 minutes after latest time trap should have been opened. Flag Delete since I no idea what his actual trapping times were. - CS 09/25/2020"
"L13015","GrandCanyon","CRGrandCanyon",137.60,"LB","09/16/2020","StalveyA","NoRain",0,"Sand","18:34","18:58",1.1,"Rechargeable",1,0,0,"SzydloC","HanusK","10/20/2020",0.62,0,,"FordM",,
"L13018","GrandCanyon","CRLeesFerry",0.00,"RB","05/26/2021","PettyJ","NoRain",0,"Vegetation","19:36","19:50",1.05,"AA",1,0,0,"SzydloC","SzydloC","11/08/2021",0.18,0,,"FordM",,
"L13019","GrandCanyon","CRGrandCanyon",26.40,"LB","09/01/2020","StalveyA","NoRain",0,"Sand","18:56","19:20",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/09/2020",0.1,0,,"FordM","Wind picked up to 10+ after 15 min of deployment.",
"L13020","GrandCanyon","CRGrandCanyon",53.40,"RB","08/20/2020","StalveyA","NoRain",0,"Sand","19:12","19:35",1.08,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/06/2020",1.37,0,,"FordM","Wind picked up at times after deployment abut never > 10 mph. Started bat pad ~ 10 min after bugs…because I'm a dummy and forgot :(",
"L13021","GrandCanyon","CRGrandCanyon",26.50,"LB","07/24/2020","PettyJ","NoRain",0,"Sand","19:40","19:35",1.05,"Rechargeable",1,0,0,"SzydloC","HanusK","08/21/2020",0.37,0,,"FordM",,
"L13022","GrandCanyon","CRGrandCanyon",52.10,"RB","07/25/2020","PettyJ","NoRain",0,"Vegetation","19:39","20:11",1.03,"Rechargeable",1,0,0,"SzydloC","HanusK","08/21/2020",0.78,0,,"FordM",,
"L13023","GrandCanyon","CRGrandCanyon",74.60,"RB","07/26/2020","PettyJ","NoRain",0,"Sand","19:38","19:37",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/21/2020",1.37,0,,"FordM",,
"L13024","GrandCanyon","CRGrandCanyon",109.00,"RB","07/27/2020","PettyJ","NoRain",0,"Rock","19:38","20:05",1.12,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/22/2020",0.65,0,,"FordM",,
"L13025","GrandCanyon","CRGrandCanyon",137.70,"LB","07/28/2020","PettyJ","NoRain",0,"Vegetation","19:37","19:47",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/24/2020",0.7,0,,"FordM",,
"L13026","GrandCanyon","CRGrandCanyon",167.00,"LB","07/29/2020","PettyJ","NoRain",0,"Vegetation","19:36","19:37",1.4,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/15/2020",0.6,0,,"FordM",,
"L13027","GrandCanyon","CRGrandCanyon",216.10,"RB","07/30/2020","PettyJ","NoRain",0,"Sand","19:35","20:06",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/17/2020",0.08,0,,"FordM",,
"L13028","GrandCanyon","CRGrandCanyon",8.10,"LB","09/08/2020","ChapmanK","NoRain",2,"Sand","18:46","18:45",1.02,"Rechargeable",0,0,0,"SzydloC","GardnerT","09/30/2020",0.02,0,,"FordM","Much colder tonight than any night in last couple months. Wind was really strong with gusts over 20mph. All last 24 hours - still strong…",
"L13029","GrandCanyon","CRGrandCanyon",29.80,"RB","09/09/2020","ChapmanK","NoRain",2,"Sand","18:44","18:44",1.03,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/01/2020",0.02,0,,"FordM","Bat pad stopped recording after about 10 min :( not sure why.",
"L13030","GrandCanyon","CRGrandCanyon",47.30,"LB","09/10/2020","ChapmanK","NoRain",0,"Sand","18:43","18:50",0.98,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/01/2020",0.5,0,,"FordM",,
"L13031","GrandCanyon","CRGrandCanyon",60.20,"RB","09/11/2020","ChapmanK","NoRain",1,"Rock","18:41","18:45",1.05,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/01/2020",0.65,0,,"FordM",,
"L13032","GrandCanyon","CRGrandCanyon",72.40,"RB","09/12/2020","ChapmanK","NoRain",1,"Rock","18:40","18:46",1.02,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/05/2020",2.92,0,,"FordM",,
"L13033","GrandCanyon","CRGrandCanyon",87.60,"LB","09/13/2020","ChapmanK","NoRain",0,"Sand","18:39","18:35",1.03,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/06/2020",0.45,0,,"FordM",,
"L13034","GrandCanyon","CRGrandCanyon",97.30,"LB","09/14/2020","ChapmanK","NoRain",1,"Sand","18:37","18:39",1.02,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/06/2020",0.35,0,,"FordM",,
"L13035","GrandCanyon","CRGrandCanyon",122.70,"RB","09/15/2020","ChapmanK","NoRain",0,"Sand","18:36","18:33",1.03,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/06/2020",0.15,0,,"FordM",,
"L13036","GrandCanyon","CRGrandCanyon",138.60,"LB","09/16/2020","ChapmanK","NoRain",0,"Rock","18:34","18:38",1.03,"Rechargeable",1,0,0,"SzydloC","HanusK","10/01/2020",0.18,0,,"FordM",,
"L13037","GrandCanyon","CRGrandCanyon",168.70,"RB","09/17/2020","ChapmanK","NoRain",1,"Sand","18:33","18:31",1,"Rechargeable",1,0,0,"SzydloC","HanusK","10/01/2020",0.07,0,,"FordM","Light not very bright. Will switch to backup lamp tomorrow.",
"L13038","GrandCanyon","CRGrandCanyon",194.60,"LB","09/18/2020","ChapmanK","NoRain",0,"Sand","18:31","18:34",1.03,"Night1AA",1,0,0,"SzydloC","GardnerT","10/01/2020",0.33,0,,"FordM","Started using backup lamp tonight, it is much brighther than primary lamp.",
"L13039","GrandCanyon","CRGrandCanyon",8.80,"LB","03/07/2021","BreitenbachW","NoRain",0,"Sand","18:29","19:00",1,"Night1AA",0,0,0,"SzydloC","SzydloC","05/14/2021",0.07,0,,"HanusK","clear skies",
"L13040","GrandCanyon","CRGrandCanyon",22.80,"LB","03/08/2021","BreitenbachW","NoRain",2,"Rock","18:30","19:00",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.07,0,,"HanusK",,
"L13041","GrandCanyon","CRGrandCanyon",34.10,"LB","03/09/2021","BreitenbachW","NoRain",1,"Sand","18:31","19:00",1,"Night3AA",0,0,0,"SzydloC","SzydloC","05/13/2021",0.03,0,,"HanusK","partly cloudy",
"L13042","GrandCanyon","CRGrandCanyon",47.50,"RB","03/10/2021","BreitenbachW","Rain",1,"Sand","18:32","19:00",1,"Night4AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.02,0,,"HanusK","partly cloudy, light intermittent rain",
"L13043","GrandCanyon","CRGrandCanyon",65.10,"RB","03/11/2021","BreitenbachW","Rain",2,"Sand","18:33","19:00",1,"Night1AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.02,0,,"HanusK","windy, cold, clouds",
"L13044","GrandCanyon","CRGrandCanyon",75.80,"LB","03/12/2021","BreitenbachW","Rain",0,"Sand","18:33","19:00",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/06/2021",0.02,0,,"HanusK","calm, clear sky","NOBU"
"L13045","GrandCanyon","CRGrandCanyon",84.60,"RB","03/13/2021","BreitenbachW","Rain",0,"Sand","18:34","19:00",1,"Night3AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.02,0,,"HanusK","calm clear sky",
"L13046","GrandCanyon","CRGrandCanyon",93.90,"LB","03/14/2021","BreitenbachW","Rain",0,"Sand","18:35","19:00",1,"Night4AA",0,0,0,"SzydloC","SzydloC","05/14/2021",0.03,0,,"HanusK","clear calm sky",
"L13047","GrandCanyon","CRGrandCanyon",93.90,"LB","03/15/2021","BreitenbachW","Rain",0,"Sand","18:36","19:00",1,"Night1AA",0,0,0,"SzydloC","SzydloC","05/04/2021",0.02,0,,"FordM","clear, calm",
"L13048","GrandCanyon","CRGrandCanyon",104.40,"RB","03/16/2021","BreitenbachW","Rain",0,"Sand","18:37","19:00",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/03/2021",0.03,0,,"FordM","calm, clear sky",
"L13049","GrandCanyon","CRGrandCanyon",120.60,"RB","03/17/2021","BreitenbachW","Rain",0,,"18:38","19:00",1,"Night3AA",0,0,0,"SzydloC","SzydloC","05/03/2021",0.02,0,,"FordM","calm, clear sky","No habitat type circled - CS 3/29/2021"
"L13050","GrandCanyon","CRGrandCanyon",134.10,"RB","03/18/2021","BreitenbachW","Rain",0,"Sand","18:39","19:00",1,"Night4AA",0,0,0,"SzydloC","SzydloC","05/11/2021",0.05,0,,"HanusK","calm, clear",
"L13051","GrandCanyon","CRGrandCanyon",137.60,"LB","03/19/2021","BreitenbachW","Rain",0,"Sand","18:40","19:00",1,"Night1AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.03,0,,"HanusK","clear, calm sky",
"L13052","GrandCanyon","CRGrandCanyon",152.10,"RB","03/20/2021","BreitenbachW","Rain",0,"Rock","18:40","19:00",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/06/2021",0.05,0,,"HanusK","clear, calm",
"L13053","GrandCanyon","CRGrandCanyon",165.00,"RB","03/21/2021","BreitenbachW","Rain",1,"Sand","18:41","19:00",1,"Night3AA",0,0,0,"SzydloC","SzydloC","05/06/2021",0.02,0,,"FordM","windy, cool",
"L13054","GrandCanyon","CRGrandCanyon",174.80,"RB","03/22/2021","BreitenbachW","Rain",2,"Vegetation","18:42","19:00",1,"Night4AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.02,0,,"HanusK","windy, cool, water starting to turn brown, levels rising",
"L13055","GrandCanyon","CRGrandCanyon",174.80,"RB","03/23/2021","BreitenbachW","Rain",2,"Vegetation","18:43","19:00",1,"Night1AA",0,0,0,"SzydloC","SzydloC","04/30/2021",0.02,0,,"FordM","windy, cool, brown water",
"L13056","GrandCanyon","CRGrandCanyon",174.80,"RB","03/24/2021","BreitenbachW","Rain",0,"Sand","18:44","19:00",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/07/2021",0.02,0,,"HanusK","calm, clear sky, brown water",
"L13057","GrandCanyon","CRGrandCanyon",199.40,"RB","03/25/2021","BreitenbachW","Rain",1,"Sand","18:45","19:00",1,"Night3AA",0,0,0,"SzydloC","SzydloC","05/17/2021",0.02,0,,"HanusK","windy. Cool.",
"L13058","GrandCanyon","CRGrandCanyon",53.60,"RB","02/12/2021","CrookM","NoRain",0,"Sand","18:07","17:50",1.03,"Night1AA",0,0,0,"SzydloC","SzydloC","06/09/2021",0.02,0,,"HanusK",,
"L13059","GrandCanyon","CRGrandCanyon",65.16,"RB","02/13/2021","CrookM","NoRain",2,"Rock","18:08","18:25",0.72,"Night2AA",0,1,1,"SzydloC","SzydloC",,,0,,,,
"L13060","GrandCanyon","CRGrandCanyon",70.15,"RB","02/14/2021","CrookM","NoRain",1,"Vegetation","18:09","18:30",1.1,"Night3AA",0,0,0,"SzydloC","SzydloC","06/10/2021",0.02,0,,"HanusK","HAPPY VALENTINES DAY! LOVE Feb 9 Launch.",
"L13061","GrandCanyon","CRGrandCanyon",87.90,"LB","02/16/2021","CrookM","NoRain",1,"Sand","18:11","18:20",1,"Night1AA",0,0,0,"SzydloC","SzydloC","06/08/2021",0.02,0,,"HanusK",,
"L13062","GrandCanyon","CRGrandCanyon",165.15,"RB","02/23/2021","CrookM","NoRain",0,"Sand","18:18","18:47",1,"Night2AA",0,0,0,"SzydloC","SzydloC","05/11/2021",0.03,0,,"HanusK",,
"L13063","GrandCanyon","CRGrandCanyon",70.50,"RB","02/15/2021","CrookM","NoRain",0,"Vegetation","18:10","18:07",1,"Night4AA",0,0,0,"SzydloC","SzydloC","07/29/2021",0.02,0,,"FordM",,
"L13064","GrandCanyon","CRGrandCanyon",98.70,"RB","02/17/2021","CrookM","NoRain",1,"Sand","18:12","18:17",1,"Night2AA",0,0,0,"SzydloC","HanusK","03/17/2021",0.03,0,,"HanusK","Pleasant evening. The sound of the rapid will lull us to sleep. Elves Chasm is great!    9/10  No real elves :(",
"L13065","GrandCanyon","CRGrandCanyon",199.30,"RB","09/10/2020","PerkinsM","NoRain",0,"Rock","18:43","19:20",1.08,"Rechargeable",0,0,0,"SzydloC","HanusK","10/16/2020",0.95,0,,"FordM",,
"L13066","GrandCanyon","CRGrandCanyon",190.20,"RB","09/09/2020","PerkinsM","NoRain",1,,"18:44","19:00",1,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/08/2020",0.13,0,,"FordM",,"Habitat missing on datasheet - CS 10/6/2020"
"L13067","GrandCanyon","CRGrandCanyon",180.40,"RB","09/08/2020","PerkinsM","NoRain",2,"Rock","18:46","19:00",1,"Rechargeable",1,0,0,"SzydloC","SzydloC",,,0,,,,
"L13068","GrandCanyon","CRGrandCanyon",176.30,"LB","09/07/2020","PerkinsM","NoRain",0,"Rock","18:47","19:35",1.08,"Rechargeable",1,0,0,"SzydloC","SzydloC","11/02/2020",0.57,0,,"FordM",,
"L13069","GrandCanyon","CRGrandCanyon",127.00,"RB","09/05/2020","PerkinsM","NoRain",0,"Rock","18:50","19:07",1.05,"Rechargeable",1,0,0,"SzydloC","HanusK","10/16/2020",0.47,0,,"FordM",,
"L13070","GrandCanyon","CRGrandCanyon",92.80,"LB","09/04/2020","PerkinsM","NoRain",0,,"18:52","19:05",1,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/08/2020",0.48,0,,"FordM",,"No habitat on datasheet - CS 10/6/2020"
"L13071","GrandCanyon","CRGrandCanyon",83.84,"LB","08/29/2020","RoussisO","NoRain",0,"Sand","19:00","19:00",1,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/01/2020",0.38,0,,"FordM","On sand but a willow is hanging over bug trap",
"L13072","GrandCanyon","CRGrandCanyon",109.20,"RB","08/30/2020","RoussisO","NoRain",0,"Sand","18:59","19:09",1.02,"Rechargeable",1,0,0,"SzydloC","StarbuckM","09/14/2020",0.6,0,,"FordM",,
"L13073","GrandCanyon","CRGrandCanyon",120.63,"RB","08/31/2020","RoussisO","NoRain",,"Rock","18:57","18:57",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/22/2020",0.07,0,,"FordM",,"No wind speed on datasheet. - CS 9/11/2020"
"L13074","GrandCanyon","CRGrandCanyon",132.49,"RB","09/01/2020","RoussisO","NoRain",0,"Sand","18:56","19:11",1,"Rechargeable",1,0,0,"SzydloC","StarbuckM","09/15/2020",0.25,0,,"FordM",,
"L13075","GrandCanyon","CRGrandCanyon",168.86,"RB","09/03/2020","RoussisO","NoRain",0,"Sand","18:53","18:58",1.02,"Rechargeable",1,0,0,"SzydloC","StarbuckM","09/30/2020",0.7,0,,"FordM","A lot of flies down here!",
"L13077","GrandCanyon","CRGrandCanyon",19.40,"LB","10/02/2020","PerkinsM","NoRain",0,"Vegetation","18:11","18:15",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","11/09/2020",0.17,0,,"FordM",,
"L13079","GrandCanyon","CRGrandCanyon",16.00,"LB","07/21/2020","DaleD","NoRain",0,"Sand","19:42","19:44",,"Rechargeable",0,1,1,"SzydloC","SzydloC",,,0,,,,"No close time listed on datasheet - CS 8/25/2020"
"L13080","GrandCanyon","CRGrandCanyon",1.29,"LB","09/23/2020","FordM","NoRain",0,"Rock","18:24","19:30",1,"Rechargeable",0,1,0,"SzydloC","StarbuckM","10/08/2020",0.07,0,,"FordM","We have such an amazing job. So important to remember that during these times. Cheyenne, you are one of the best techs I've ever had & I appreciate you!","Thank you MOFO!! A great thing to read after a crazy, long, teleworking day with kids.
Trap was opened 64 minutes after sunset so database flagged as strange.  - CS 10/5/2020"
"L13081","GrandCanyon","CRGrandCanyon",3.30,"LB","09/23/2020","FordM","NoRain",0,"Vegetation","18:24","19:30",1,"Rechargeable",0,1,0,"SzydloC","GardnerT","10/07/2020",0.18,0,,"MuehlbauerJ",,"Trap was opened 64 minutes after sunset so database flagged as strange.  - CS 10/5/2020"
"L13082","GrandCanyon","CRGrandCanyon",132.00,"RB","07/28/2020","DaleD","NoRain",0,"Sand","19:37",,,"Rechargeable",0,1,1,"SzydloC","SzydloC",,,0,,,,"Neither open time nor close time were listed on datasheet. - CS 8/25/2020"
"L13083","GrandCanyon","CRGrandCanyon",118.00,"RB","07/27/2020","DaleD","NoRain",0,"Sand","19:38","19:39",1.02,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/16/2020",0.03,0,,"FordM",,
"L13084","GrandCanyon","CRGrandCanyon",87.70,"LB","08/18/2020","PerkinsM","NoRain",1,"Sand","19:15","20:16",1.07,"Rechargeable",0,1,0,"SzydloC","GardnerT","10/05/2020",0.33,0,,"FordM",,
"L13085","GrandCanyon","CRGrandCanyon",216.00,"RB","07/15/2020","DaleD","NoRain",0,"Sand","19:45","19:55",1.1,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/14/2020",0.2,0,,"FordM",,
"L13086","GrandCanyon","CRGrandCanyon",110.00,"RB","07/12/2020","DaleD","NoRain",0,"Rock","19:47","19:52",1.38,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/17/2020",0.67,0,,"FordM",,
"L13087","GrandCanyon","CRGrandCanyon",81.70,"LB","07/11/2020","DaleD","NoRain",0,"Sand","19:47","19:58",1.12,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/28/2020",0.82,0,,"FordM",,
"L13088","GrandCanyon","CRGrandCanyon",44.00,"LB","07/10/2020","DaleD","NoRain",0,"Sand","19:47","19:55",1.05,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/24/2020",1.42,0,,"FordM",,
"L13089","GrandCanyon","CRGrandCanyon",19.40,"LB","07/09/2020","DaleD","NoRain",0,"Sand","19:48","19:53",1.03,"Rechargeable",0,0,0,"SzydloC","SzydloC","09/07/2020",0.08,0,,"FordM",,
"L13090","GrandCanyon","CRGrandCanyon",30.80,"RB","07/21/2020","ChapmanK","NoRain",0,"Sand","19:42","19:41",1.08,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/15/2020",1.37,0,,"FordM",,
"L13091","GrandCanyon","CRGrandCanyon",44.50,"LB","07/22/2020","ChapmanK","NoRain",0,"Sand","19:41","19:43",0.98,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/15/2020",1.47,0,,"FordM",,
"L13092","GrandCanyon","CRGrandCanyon",87.70,"LB","07/24/2020","ChapmanK","NoRain",0,"Sand","19:40","19:45",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/22/2020",0.13,0,,"FordM","No survey yesterday b/c it was raining too hard and I as trying to cook BBQ.",
"L13093","GrandCanyon","CRGrandCanyon",96.50,"LB","07/25/2020","ChapmanK","NoRain",0,"Sand","19:39","20:02",0.95,"Rechargeable",1,0,0,"SzydloC","HanusK","10/01/2020",0.63,0,,"FordM",,
"L13094","GrandCanyon","CRGrandCanyon",119.10,"RB","07/26/2020","ChapmanK","NoRain",0,"Sand","19:38","19:51",0.98,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/13/2020",1.02,0,,"FordM",,
"L13095","GrandCanyon","CRGrandCanyon",137.60,"LB","07/27/2020","ChapmanK","NoRain",2,"Sand","19:38","19:53",1.15,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/12/2020",1.72,0,,"FordM",,
"L13096","GrandCanyon","CRGrandCanyon",158.70,"LB","07/28/2020","ChapmanK","NoRain",0,"Sand","19:37","19:53",1.05,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/06/2020",1.28,0,,"FordM",,
"L13097","GrandCanyon","CRGrandCanyon",182.90,"RB","07/29/2020","ChapmanK","NoRain",0,"Sand","19:36","19:45",1.03,"Rechargeable",1,0,0,"SzydloC","StarbuckM","10/19/2020",1.95,0,,"FordM",,
"L13098","GrandCanyon","CRGrandCanyon",20.70,"RB","08/03/2020","ChapmanK","NoRain",0,"Sand","19:31","19:37",1.02,"Rechargeable",1,0,0,"SzydloC","HanusK","10/16/2020",0.1,0,,"FordM",,
"L13099","GrandCanyon","CRGrandCanyon",41.10,"RB","08/04/2020","ChapmanK","NoRain",1,"Rock","19:30","19:35",1.05,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/22/2020",0.08,0,,"FordM",,
"L13100","GrandCanyon","CRGrandCanyon",65.10,"RB","08/05/2020","ChapmanK","NoRain",1,"Sand","19:29","19:44",1.05,"Rechargeable",1,1,0,"SzydloC","SzydloC","10/06/2020",0.08,0,,"FordM","Light looked dim, will start using spare battery tomorrow. From 8/7 on, Will Berger collected bugs/bats for me b/c I had to hike out.",
"L13101","GrandCanyon","CRGrandCanyon",104.45,"RB","08/07/2020","BergerW","NoRain",1,"Rock","19:27","19:38",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/06/2020",0.03,0,,"FordM",,
"L13102","GrandCanyon","CRGrandCanyon",125.52,"LB","08/08/2020","BergerW","NoRain",0,"Sand","19:26","19:38",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","09/30/2020",0.08,0,,"FordM",,
"L13103","GrandCanyon","CRGrandCanyon",134.15,"RB","08/09/2020","BergerW","NoRain",0,"Sand","19:25","19:32",1.13,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/06/2020",0.03,0,,"FordM",,
"L13104","GrandCanyon","CRGrandCanyon",145.86,"LB","08/10/2020","BergerW","NoRain",0,"Sand","19:24","19:30",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/06/2020",0.08,0,,"FordM",,
"L13105","GrandCanyon","CRGrandCanyon",158.70,"RB","08/11/2020","BergerW","NoRain",0,"Rock","19:23","19:33",0.95,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/06/2020",0.05,0,,"FordM",,
"L13106","GrandCanyon","CRGrandCanyon",183.00,"RB","08/12/2020","BergerW","NoRain",0,"Sand","19:22","19:25",0.92,"Rechargeable",1,1,1,"SzydloC","SzydloC",,,0,,,"water came up quick, got flooded out","I assume from the note above that the sample tray got flooded. The sample bottle only had 2 or 3 midges in it. I flag deleted sample. - CS 9/3/2020"
"L13107","GrandCanyon","CRGrandCanyon",213.30,"LB","08/13/2020","BergerW","NoRain",0,"Rock","19:21","19:25",1.25,"Rechargeable",1,0,0,"SzydloC","StarbuckM","09/15/2020",0.03,0,,"FordM",,
"L13108","GrandCanyon","CRLeesFerry",0.00,"RB","09/13/2020","HanusK","NoRain",0,"Sand","18:39","18:39",1.03,"Rechargeable",0,1,0,"SzydloC","GardnerT","10/07/2020",0.38,0,,"FordM",,
"L13109","GrandCanyon","CRGrandCanyon",16.60,"LB","09/14/2020","HanusK","NoRain",1,"Sand","18:37","18:39",1,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/05/2020",0.18,0,,"FordM",,
"L13110","GrandCanyon","CRGrandCanyon",34.10,"LB","09/15/2020","HanusK","NoRain",0,"Sand","18:36","18:46",1.08,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/01/2020",0.63,0,,"FordM",,
"L13111","GrandCanyon","CRGrandCanyon",51.60,"RB","09/16/2020","HanusK","NoRain",0,"Sand","18:34","18:49",1.07,"Rechargeable",1,0,0,"SzydloC","StarbuckM","09/30/2020",0.68,0,,"FordM",,
"L13112","GrandCanyon","CRGrandCanyon",65.85,"RB","09/17/2020","HanusK","NoRain",0,"Rock","18:33","18:55",1.27,"Rechargeable",1,0,0,"SzydloC","HanusK","10/01/2020",1.03,0,,"FordM","Had to switch to backup lamp. Deployed late due to this.",
"L13113","GrandCanyon","CRGrandCanyon",92.74,"LB","09/18/2020","HanusK","NoRain",0,"Rock","18:31","19:20",1.05,"Rechargeable",1,0,0,"SzydloC","GardnerT","09/30/2020",0.52,0,,"FordM","Tried to use primary lamp and battery. It seemed to be working -  bulb was flickering when I got back. Changed out light and cleaned tupperware before trying a 2nd deployment.","Was the initial sample discarded?
How long after the deployment of the first did the second take place?
-MF"
"L13114","GrandCanyon","CRGrandCanyon",16.70,"LB","07/20/2020","ChapmanK","NoRain",2,"Sand","19:43","19:44",1.07,"Rechargeable",1,0,0,"SzydloC","HanusK","10/16/2020",0.52,0,,"FordM",,
"L13116","GrandCanyon","CRLeesFerry",-3.50,"RB","07/15/2020","SzydloC","NoRain",0,"Sand","19:45","20:00",1,"Rechargeable",0,0,0,"SzydloC","HanusK","08/18/2020",0.45,0,,"FordM",,
"L13117","GrandCanyon","CRGrandCanyon",14.10,"LB","10/10/2020","PettyJ","NoRain",1,"Rock","17:59","18:17",1.08,"Rechargeable",0,0,0,"SzydloC","GardnerT","10/29/2020",0.27,0,,"FordM",,
"L13118","GrandCanyon","CRGrandCanyon",22.00,"RB","10/11/2020","PettyJ","NoRain",1,"Sand","17:58","18:04",1.18,"Rechargeable",1,0,0,"SzydloC","GardnerT","11/02/2020",0.15,0,,"FordM",,
"L13119","GrandCanyon","CRGrandCanyon",41.20,"RB","10/12/2020","PettyJ","NoRain",0,"Sand","17:57","18:13",1.23,"Rechargeable",1,0,0,"SzydloC","GardnerT","11/02/2020",0.93,0,,"FordM",,
"L13120","GrandCanyon","CRGrandCanyon",50.10,"RB","10/13/2020","PettyJ","NoRain",0,"Sand","17:55","18:00",1.18,"Rechargeable",1,0,0,"SzydloC","SzydloC",,,0,,,,
"L13121","GrandCanyon","CRGrandCanyon",63.00,"RB","10/14/2020","PettyJ","NoRain",0,"Sand","17:54","18:33",1.1,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/29/2020",0.37,0,,"FordM",,
"L13122","GrandCanyon","CRGrandCanyon",85.00,"LB","10/15/2020","PettyJ","NoRain",0,"Sand","17:53","18:01",1.23,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/29/2020",0.22,0,,"FordM",,
"L13123","GrandCanyon","CRGrandCanyon",91.70,"RB","10/16/2020","PettyJ","NoRain",0,"Sand","17:51","18:01",1.4,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/29/2020",0.72,0,,"FordM",,
"L13124","GrandCanyon","CRGrandCanyon",108.10,"RB","10/17/2020","PettyJ","NoRain",0,"Vegetation","17:50","18:10",1.42,"Rechargeable",1,0,0,"SzydloC","HanusK","10/30/2020",0.13,0,,"FordM",,
"L13125","GrandCanyon","CRGrandCanyon",119.10,"RB","10/18/2020","PettyJ","NoRain",0,"Sand","17:49","18:00",1.5,"Rechargeable",1,0,0,"SzydloC","GardnerT","10/29/2020",0.03,0,,"FordM",,
"L13126","GrandCanyon","CRGrandCanyon",125.40,"LB","10/19/2020","PettyJ","NoRain",0,"Sand","17:47","18:06",1.4,"Rechargeable",1,0,0,"SzydloC","GardnerT","11/02/2020",0.02,0,,"FordM",,
